id                                    , pId                                , name                                                                        , isParent, flag, open , checked
e65b5cdf6e3e04c7892bdfd1ccc1e2dc      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-公路行业信用债指数                                                     , false   ,    1, false, False
2c90818811d3f4fa01123837e6b30d4a      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-企业债总指数                                                           , false   ,    1, false, False
398f40c1c8dd2081f6e1ee478b768dbb      , 1c0d88f431bad357232deeb20e08d28f   , 中债-中银理财高等级乡村振兴债券指数                                         , false   ,    1, false, False
5b78d41604e06e90b720144a6a956c67      , ee18df0b32a1c633541f9183f2d11cac   , 中债-高等级信用债综合指数                                                   , false   ,    1, false, False
62763c1cc15d21813b8170ea9ef09fc5      , 83a6de769da842728bebdd397595ee51   , 中债-0-3年交易所信用债AAA指数                                               , false   ,    1, false, False
78598fc1ac4a8f2d327577e0481b065c      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-国有大型商业银行及股份制商业银行同业存单指数                           , false   ,    1, false, False
8a8b2c83670ee4e80167103f930c006e      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-5-10年期国债活跃券指数                                                 , false   ,    1, false, False
8a8b2cef6d4bc1c2016d4caa15e8254a      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-京津冀债券综合指数                                                     , false   ,    1, false, False
8a8b2cef7a30ce25017a31baaf4d03b9      , df8adccb4bb98ce366dd1d240677ef57   , 中债-0-2年政策性金融债指数                                                  , false   ,    1, false, False
ac478f286376cf14bf6cbc68ca0aa284      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-银行间碳中和债券指数                                                   , false   ,    1, false, False
37a60515edb02fe8dab961d9c7035a95      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-银行间高等级碳中和债券指数                                             , false   ,    1, false, False
85e9dc831c7335636e8f540bf6c63f41      , df8adccb4bb98ce366dd1d240677ef57   , 中债-0-3年政策性金融债指数                                                  , false   ,    1, false, False
8a8b2c8367f69e950167f7b549f00005      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-国有大型商业银行及股份制商业银行二级资本债券指数                       , false   ,    1, false, False
8a8b2ca038f905c70139b9b3ab9660bb      , ee18df0b32a1c633541f9183f2d11cac   , 中债-高信用等级新财富指数                                                   , false   ,    1, false, False
8a8b2ca050d9e35d0150da6758462c78      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-公司债总指数                                                           , false   ,    1, false, False
8a8b2cef6d4bc1c2016d4c96069c24fb      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-京津冀地方政府债指数                                                   , false   ,    1, false, False
